time,BTC,DBC - commodities,GLD - gold,IEF - intermediate bonds,SPY - stocks,SVXY,TLT - long term bonds
17/8/2015,257.9760132,12.909832,107.1299973,84.00040436,176.0288391,94.79000092,93.0030899
18/8/2015,211.0789948,12.84219646,107.1100006,83.8662262,175.5189362,93.66999817,92.27109528
19/8/2015,226.6840057,12.69847393,108.5500031,84.37918854,174.1313019,91.83999634,93.18231201
20/8/2015,235.3500061,12.73229027,110.4400024,84.60806274,170.4952545,84.09999847,94.12343597
21/8/2015,232.5690002,12.52093124,111.1299973,84.94733429,165.362915,70.38999939,94.4072113
24/8/2015,210.4949951,12.20811844,110.5299988,85.08934784,158.3999939,57.13999939,94.37735748
25/8/2015,221.6089935,12.25884533,109.1600037,84.62381744,156.536026,51.15999985,92.86117554
26/8/2015,225.8309937,12.18275547,107.6699982,84.10298157,162.5459747,56.02000046,91.06864166
27/8/2015,224.7689972,12.62238312,107.7300034,84.05563354,166.5665894,54.79999924,91.12094879
28/8/2015,231.3959961,12.95210361,108.6999969,84.07144928,166.5749817,52.11999893,91.38978577
31/8/2015,230.0559998,13.26491547,108.8199997,83.92939758,165.2291412,50.06000137,90.68771362
1/9/2015,228.1210022,12.82528877,109.1999969,84.3063736,160.2974243,42.88000107,91.34117889
2/9/2015,229.2839966,12.93519592,108.6200027,84.07719421,163.3400879,47.88999939,90.55524445
3/9/2015,227.1829987,13.0197382,107.8399963,84.28271484,163.4571228,47.91999817,90.9968338
4/9/2015,230.2980042,12.85910606,107.4899979,84.54353333,160.9828644,44.40000153,91.82772064
8/9/2015,243.6069946,12.95210361,107.5199966,84.1720047,165.0284882,48.22999954,90.47290039
9/9/2015,238.1679993,12.7830162,106.1299973,84.20362854,162.8218384,47.08000183,90.90703583
10/9/2015,238.477005,12.89292431,106.3799973,84.01396942,163.70784,48.27999878,90.29325104
11/9/2015,240.1069946,12.87601471,106.1600037,84.23523712,164.4517822,49.38000107,90.86212158
14/9/2015,230.6439972,12.71538067,106.2200012,84.31427765,163.8415985,49.27000046,91.00434875
15/9/2015,230.3040009,12.75765419,105.9000015,83.65039825,165.8895111,54.27000046,89.26027679
